VOT,VOR,elasticity
52.01244632194529,25.509512762197005,-0.6559943412946894
53.489993331197894,26.97317164600144,-0.625214568940077
53.47704889877553,26.70832262142303,-0.6132675267285614
52.64016585081392,26.711137821770564,-0.6518958364367489
53.75302642536068,27.95511165685776,-0.6203335234371243
52.13572975143307,26.681468449294197,-0.6592390107037899
53.13356610735617,26.60390884209937,-0.6522927441554135
52.266937048849556,27.375794440858762,-0.6469597329330211
52.6307071714878,24.93159401497908,-0.6634778146065257
53.740828682141604,25.687306029301972,-0.6388658232641221
52.83947988171183,25.856509595099666,-0.6330171736264895
54.120181630886535,25.722316058535878,-0.645192074356303
52.86797063718122,26.191275345638076,-0.6747089295156836
52.73052070259278,25.677988816605268,-0.6258711272527683
52.50704692230893,25.166832416993305,-0.6583519557595835
53.31546417676882,26.008765233403853,-0.6364138743070694
53.65145879734384,26.79048566765984,-0.64507907996149
53.31627866121107,25.92146454200382,-0.6503455196001761
53.36336055374408,25.13762156347492,-0.6593653019257365
53.85446670142744,25.242348551704282,-0.633547137413994
53.42764561580174,26.29542550350952,-0.6362268194529712
51.990799997859796,28.765281477169985,-0.6242114999780611
52.38295220477035,27.424359530948493,-0.6239271784161214
54.266981606315575,27.978019540642325,-0.6040195214374882
52.682659590794536,24.839692974672158,-0.6503177443357698
53.47072338260751,28.402644586909712,-0.6066252700685468
53.66185658851146,25.09920336736319,-0.6342654633255195
53.85558399627292,26.21933908902873,-0.6293899256421885
52.6375301304413,27.58935875832021,-0.6435592577044049
52.853353795688705,24.737041053376064,-0.6428237535817886
53.57956633897732,26.670541923139588,-0.6221174245093507
52.1039305503805,27.101765342493405,-0.6234713623122721
53.6172463621047,28.664438853296662,-0.6276897996948992
52.745958257946135,26.20934356880683,-0.6387873060109955
52.85655226680192,24.460577207312426,-0.6519362943614605
52.96198633660993,24.46865353618866,-0.6525091254890214
53.94717157561692,26.030981200099543,-0.6330162445100987
52.84520406998827,26.722348341341306,-0.6300480558552474
53.54407680109375,26.04781997462074,-0.6408472761405448
53.19499810049991,26.70843864269919,-0.6185934614910594
51.513718678818925,26.992428488984675,-0.6682853326880235
53.960070570463394,28.178901662260312,-0.6264518863031265
52.08107181389968,26.84210476222356,-0.6373122955240305
52.77564614744524,27.91206416895273,-0.638077756420268
53.647548064843875,25.849955522392122,-0.637818886304116
53.414886804401135,27.711162651112954,-0.6161542515321259
52.42808699212272,23.6948696557939,-0.66829879806693
52.51273903311688,26.03610125197195,-0.6439555498330347
53.28170576267673,25.409599166505604,-0.6443248442223569
53.01879067269465,25.872598639290757,-0.636548387726261
53.73137384005288,26.30482799968575,-0.6153528314448592
53.54335220537718,26.940973243077316,-0.6315474320470326
53.52430033431234,26.670347078767236,-0.6376370974101686
52.13521435378645,26.089100713997464,-0.6513349640861444
51.90518992080044,25.950818237671893,-0.6484415235018904
52.89799511460648,26.858266288419344,-0.6363022432249755
52.79722889921158,26.7305966649097,-0.6268791015801454
52.18111902521116,27.647562558330208,-0.6486657693737782
53.26049919997303,27.847670568038097,-0.6249528745796218
52.722681151897795,26.113566635166016,-0.6354399884793295
54.31971213222009,27.330676649478207,-0.6180797221170022
52.145659489528164,26.124236784677652,-0.6538934376320834
51.973533831815224,24.909608884511155,-0.6505502825304379
53.73169075496249,28.293801467186153,-0.6227323185002389
52.929292871203394,27.523334182248615,-0.6252957167349127
53.18240575280127,24.223536946626737,-0.653940696079358
52.44639433618508,27.540514388775847,-0.6241930205736292
54.60416555942144,27.389485940526427,-0.6068925592604293
52.457918096911335,26.16633039111383,-0.6497804708025706
51.7012726426844,26.924447868270992,-0.6653222046060305
52.84569424826247,24.74956483541706,-0.6615258879108621
53.96231920808913,27.13327947347594,-0.6228210351995151
53.62757551492861,26.478538709458135,-0.6334620333826043
53.46282259069437,28.072820735453792,-0.6159430278213395
53.10062084267723,25.011598931968834,-0.6496067325756447
53.25190860509316,26.785420374070593,-0.6144569500986566
53.082119558105326,26.24452807483,-0.6471154137114288
53.596867227712664,24.724168181381838,-0.659502833045702
52.63196634705837,23.882474680142483,-0.6509671540363479
53.55361268374782,27.060974040413086,-0.6149796599564349
52.86069433097991,27.066478886286845,-0.6234220901375148
53.066170962557344,26.97808977217505,-0.6331947890713425
52.65543201640428,26.83509505124141,-0.6482939506945687
52.294688428995286,26.241061037267144,-0.642453085726566
54.20221095013855,28.282736987533784,-0.6067341031217496
52.50324408787858,25.48892252266671,-0.6571499853099475
54.69254023968094,25.445443055907944,-0.6276849529267051
53.288955884956,29.614295258593305,-0.6086196538083892
52.80807195260891,28.395014608960842,-0.6295673765993925
52.23352146671336,27.926134626486466,-0.6343520293045398
53.66771219278874,27.663399315023014,-0.6324531752500346
52.24038146992604,27.84091327476248,-0.6395042514676673
53.247903491884315,27.3743030547998,-0.6211865955136069
52.532183005087425,24.860079357273257,-0.6587237767109824
53.348827401767366,25.06950735299942,-0.651799797954284
53.804216466427846,28.923603191359227,-0.6061667656533216
53.6836810736321,28.74822138460307,-0.6195318876211255
53.45326624163201,25.12160798315897,-0.6606650283163498
53.97804091992243,27.59600789438286,-0.6169154492253237
53.492121403873846,27.134088963661327,-0.6344119822008153
54.276901118598765,24.820544650365633,-0.6468323445685109
53.38347723260112,25.189970604454547,-0.6437102769922085
54.061481409569716,27.40208006312261,-0.6224001987162533
53.05426410707469,25.85861663240268,-0.6518002892730856
53.825337994227695,28.13916106854954,-0.6315084563254236
52.302093732971635,26.488884770618174,-0.6426101509648349
53.22239816958048,29.115793640644117,-0.6402371280260835
53.12657428138246,27.112434831251342,-0.6214431586652974
52.94051698611288,26.129025259214668,-0.6503383564316662
